Name,ID,Vicinity,latitude,longitude,Rating,Url
Electric Vehicle Charging Station,ChIJrWYtPosVrjsRl-iePWU5aMI,"2nd Floor, Artisane RPS TECH Centre No. 32 1st Main Road Corporation, 3rd Phase, J. P. Nagar, Bengaluru",12.9150346,77.5987006,0,https://www.google.com/maps/place/?q=place_id:ChIJrWYtPosVrjsRl-iePWU5aMI
chargeMOD Charging Station,ChIJjytfA2IVrjsR1gaqX_IZVhQ,"WJM5+9X8, Tavarekere, Kaveri Layout, S.G. Palya, Bengaluru",12.9334167,77.609958,5,https://www.google.com/maps/place/?q=place_id:ChIJjytfA2IVrjsR1gaqX_IZVhQ
Tata Charging Station,ChIJQznU270VrjsR2UagoFG9ewg,"Inner Ring Road, Opp. Maruthi Infotech Koramangala, 100 Feet Rd, Krishna Reddy Layout, Domlur, Bengaluru",12.9522934,77.6400114,0,https://www.google.com/maps/place/?q=place_id:ChIJQznU270VrjsR2UagoFG9ewg
V POWER Charging Station,ChIJDZGue8sVrjsRDOXI9UmfVcU,"26th Main Rd, 4th T Block East, Jayanagara 9th Block, Jayanagar, Bengaluru",12.9220423,77.5932906,0,https://www.google.com/maps/place/?q=place_id:ChIJDZGue8sVrjsRDOXI9UmfVcU
Green Tech Charging Station,ChIJZ_MU7zw9rjsRKKwOIRfz8EE,"1st Floor, #58/5, 1st Main 1st Cross Rd, West of Chord Road 3rd Stage, Kamakshipalya, Bengaluru",12.9887564,77.5375838,5,https://www.google.com/maps/place/?q=place_id:ChIJZ_MU7zw9rjsRKKwOIRfz8EE
Zeon Charging Station,ChIJOyj4P08XrjsRr104twJP_x8,"Radisson Bengaluru City Center, 2, Gangadhar Chetty Rd, Halasuru, Yellappa Chetty Layout, Ulsoor, Bengaluru",12.9762056,77.6194725,5,https://www.google.com/maps/place/?q=place_id:ChIJOyj4P08XrjsRr104twJP_x8
Ather Grid Charging Point,ChIJLxppfQoXrjsRyjgNkx6ii4A,"98/5, Davis Rd, Balaji Layout, Cooke Town, Bengaluru",13.0018509,77.623479,4,https://www.google.com/maps/place/?q=place_id:ChIJLxppfQoXrjsRyjgNkx6ii4A
Electric Vehicle Charging Station,ChIJNTRaiEYVrjsRVVFnZC3dIUQ,"955, 5th 'A' Main, 1st Main Rd, near Wipro Park, next to Corporation ATM Bank, 1st Block Koramangala, Koramangala, Bengaluru",12.9295512,77.6342242,0,https://www.google.com/maps/place/?q=place_id:ChIJNTRaiEYVrjsRVVFnZC3dIUQ
Ather charging station,ChIJw4Z-9VoXrjsRIiKImttwXQI,"XHVC+MFP, Malleswaram, Bengaluru",12.99421,77.5712141,0,https://www.google.com/maps/place/?q=place_id:ChIJw4Z-9VoXrjsRIiKImttwXQI
TATA Charging Station,ChIJH1h2G7MVrjsRYZenq7UWQmo,"WJP4+R87, Dairy Colony, Adugodi, Bengaluru",12.936906,77.6057811,0,https://www.google.com/maps/place/?q=place_id:ChIJH1h2G7MVrjsRYZenq7UWQmo
V POWER Charging Station,ChIJjUityUYVrjsRSUVvGdPRLdw,"WHQ8+VJ8, 5th Main Rd, NR Colony, Basavanagudi, Bengaluru",12.9396678,77.5665728,1,https://www.google.com/maps/place/?q=place_id:ChIJjUityUYVrjsRSUVvGdPRLdw
Electric Vehicle Charging Station,ChIJ5V8LmVY9rjsRZzE1zaE_tvs,"XGHX+W5H, Rajaji Nagar Industrial Town, Rajajinagar, Bengaluru",12.979799,77.5480367,0,https://www.google.com/maps/place/?q=place_id:ChIJ5V8LmVY9rjsRZzE1zaE_tvs
Mahindra Charging Station,ChIJu0nLD4QWrjsRu24MUP_dNSU,"The Estate, 121, Dickenson Rd, Yellappa Garden, Yellappa Chetty Layout, Sivanchetti Gardens, Bengaluru",12.9744492,77.6144135,0,https://www.google.com/maps/place/?q=place_id:ChIJu0nLD4QWrjsRu24MUP_dNSU
TATA Charging Station,ChIJiw3cpZo9rjsRUQqcbtAKGUg,"No.46, 10th Cross Rd, West of Chord Road 2nd Stage, West of Chord Road, IInd Stage, Basaveshwar Nagar, Bengaluru",12.9992847,77.5496586,0,https://www.google.com/maps/place/?q=place_id:ChIJiw3cpZo9rjsRUQqcbtAKGUg
Electric Vehicle Charging Station,ChIJQZ6OlrsXrjsREbXav1_C4WU,"XHCV+JRP, HSR Layout, KG Halli, D' Souza Layout, Ashok Nagar, Bengaluru",12.9715987,77.5945627,0,https://www.google.com/maps/place/?q=place_id:ChIJQZ6OlrsXrjsREbXav1_C4WU
Mahindra Charging Station,ChIJAaPkUQkVrjsRvP8r9zrLytc,"WH8R+JGM, Prestige Tech Vista, Marenahalli, 2nd Phase, J. P. Nagar, Bengaluru",12.9165955,77.5911669,5,https://www.google.com/maps/place/?q=place_id:ChIJAaPkUQkVrjsRvP8r9zrLytc
Ather Charging Station,ChIJHeGGVBwXrjsR3_-QUmvwPs0,"XJF3+68V, Shades Lounge, The Only Place Steak House, Shanthala Nagar, Ashok Nagar, Bengaluru",12.9731232,77.6032993,3.3,https://www.google.com/maps/place/?q=place_id:ChIJHeGGVBwXrjsR3_-QUmvwPs0
Vidyuth Power Charging Station,ChIJq-x7ZvUXrjsRChuwNFTP5t4,"4th Cross Rd, Ramkrishna Layout, Sanjayanagara, Bengaluru",13.026553,77.580345,0,https://www.google.com/maps/place/?q=place_id:ChIJq-x7ZvUXrjsRChuwNFTP5t4
EVRE Charging Station,ChIJ0_FIknA9rjsRp2FOITIJU8Y,"18, Tumkur Rd, Dr.Ambedkar Nagar, Yeswanthpur, Bengaluru",13.0172473,77.5563729,0,https://www.google.com/maps/place/?q=place_id:ChIJ0_FIknA9rjsRp2FOITIJU8Y
TATA Charging Station,ChIJ24eYXXcWrjsRD-YW-x4meV4,"24, Vittal Mallya Rd, KG Halli, Bangalore",12.9715755,77.595823,4,https://www.google.com/maps/place/?q=place_id:ChIJ24eYXXcWrjsRD-YW-x4meV4
V POWER Charging Station,ChIJe8TF1_A9rjsRe0Ld0AzkbMw,"64-23, 6th Cross Rd, West Of Chord Road, 3rd Stage, Basaveshwar Nagar, Bengaluru",12.9868193,77.5399876,0,https://www.google.com/maps/place/?q=place_id:ChIJe8TF1_A9rjsRe0Ld0AzkbMw
ElectricPe Charging Station,ChIJcUsqGSgVrjsRWe_4IkiMBJc,"101, Yediyur Circle, Brigade Corner, Kanakapura Rd, 7th Block, Beng, Bengaluru",12.9312659,77.5758251,0,https://www.google.com/maps/place/?q=place_id:ChIJcUsqGSgVrjsRWe_4IkiMBJc
Ather Charging Station,ChIJg-hx6wMVrjsRRn8dxo4fUVw,"WJ83+57W, Vysya Bank Colony, BTM 2nd Stage, BTM Layout, Bengaluru",12.9154829,77.6031952,2.5,https://www.google.com/maps/place/?q=place_id:ChIJg-hx6wMVrjsRRn8dxo4fUVw
Ather grid charging point,ChIJM4bi_M0VrjsRGUNiMilwbMU,"6,ESI Hospital Road, 100 Feet Rd, HAL 2nd Stage, Doopanahalli, Indiranagar, Bengaluru",12.9689782,77.6361527,5,https://www.google.com/maps/place/?q=place_id:ChIJM4bi_M0VrjsRGUNiMilwbMU
Electric Vehicle Charging Station,ChIJUVWt_CkVrjsRi6oi_syhMNA,"Old Sunkal Rd, Sudhama Nagar, Bengaluru",12.9567457,77.5897275,1,https://www.google.com/maps/place/?q=place_id:ChIJUVWt_CkVrjsRi6oi_syhMNA
ElectricPe Charging Station,ChIJ07BqsSM9rjsRLqYCFLdtTJg,"42 2ND MAIN, 8th Cross Rd, near Government Hospital Road, Laggere, Bengaluru",12.9794924,77.5427997,0,https://www.google.com/maps/place/?q=place_id:ChIJ07BqsSM9rjsRLqYCFLdtTJg
TATA Charging Station,ChIJY4womHg9rjsRUnJDd7c7PeU,"2H63+FV6, Brigade Gateway Road, Subramanyanagar,2 State, Rajajinagar, Bengaluru",13.0111694,77.5546378,0,https://www.google.com/maps/place/?q=place_id:ChIJY4womHg9rjsRUnJDd7c7PeU
